"no","Word","Sub_Type","Type2","Type3","wildcard","wildsort","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Old_Term","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor"
298,"bevölkerung","volksbezug","advocative","people-centrism","none",1,0,1,0,1,0,0,"not useful?","bevölkerung",FALSE,FALSE,FALSE,2019-04-11,3194,1.09,1,"bevölkerung",0.78,0.24,0.76,0.46,0.68,0.65,0.52
299,"bevölkerung (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)","menschen reicht es","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"bevölkerunghabenhatdienasedieschnauzesattgenugdicke",TRUE,FALSE,FALSE,2019-04-11,7,1.04,1,"bevölkerung (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)",0.60,"NA","NA","NA","NA","NA","#DIV/0!"
300,"bevölkerung (.* )?versteh(t|en)","common sense","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"bevölkerungverstehten",TRUE,FALSE,FALSE,2019-04-11,4,1.10,1,"bevölkerung (.* )?versteh(t|en)",0.44,"NA",0.32,0.31,0.34,0.18,0.26
301,"bevölkerung (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)","volkswille","advocative","sovereignty","regex",1,1,1,1,0,0,0,,"bevölkerungwilleinfordertmöchtemagverlangtbeanspruchtwünscht",TRUE,FALSE,FALSE,2019-04-11,73,1.05,1,"bevölkerung (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)","NA","NA","NA","NA","NA","NA","#DIV/0!"
302,"bevölkerung (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","volkswille","advocative","sovereignty","regex",1,1,0,1,1,0,0,"not useful?","bevölkerungwolleneinfordernmöchtenmögenverlangenbeanspruchenwünschen",TRUE,FALSE,FALSE,2019-04-11,38,1.06,1,"bevölkerung (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","NA","NA","NA","NA","NA","NA","#DIV/0!"
303,"bilderberg(.*)","zzz_none","conflictive","anti-elitism","regex",1,1,1,1,0,0,0,,"bilderberg",FALSE,FALSE,FALSE,2019-04-08,10,1.04,1,"bilderberg(.*)",-0.06,"NA","NA","NA","NA","NA","#DIV/0!"
304,"bonzen","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,1,0,,"bonzen",FALSE,FALSE,FALSE,2019-01-10,12,1.03,1,"bonzen","NA","NA","NA","NA","NA","NA","#DIV/0!"
305,"braucht(u|ü)m(.*)","zzz_none","advocative","people-centrism","regex",1,1,1,0,0,0,0,"rechts?","brauchtuüm",FALSE,FALSE,FALSE,2019-04-08,111,1.03,1,"braucht(u|ü)m(.*)",0.10,-0.12,-0.10,-0.30,-0.19,0.27,-0.01
306,"brav(e|er|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"braveerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,5,1.03,1,"brav(e|er|en|em) bürger(s|n|innen|in)?",0.35,0.30,0.85,0.63,0.80,0.66,0.59
307,"brav(e|er|es|en|em)?","ehrliche menschen","advocative","people-centrism","regex",1,0,1,0,1,0,0,"not useful?","braveeresenem",FALSE,FALSE,FALSE,2019-04-11,126,1.03,1,"brav(e|er|es|en|em)?",-0.01,0.13,-0.03,0.48,0.19,0.53,0.28
308,"breit(e|er|en) masse(n)?","zzz_none","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"breiteerenmassen",TRUE,FALSE,FALSE,2019-04-08,16,1.10,1,"breit(e|er|en) masse(n)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
309,"br(i|e)ch(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,0,1,0,0,"not useful?","briechten",FALSE,FALSE,FALSE,2019-04-11,621,1.02,1,"br(i|e)ch(t|en)",0.17,0.29,0.66,0.47,0.61,0.44,0.45
310,"büezer(s|n|innen|in)?","volksbezug","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"büezersninnenin",FALSE,FALSE,FALSE,2019-04-11,16,1.02,1,"büezer(s|n|innen|in)?",0.46,-0.11,"NA","NA","NA","NA",-0.11
311,"bürde(t|n) (.*) auf","den menschen aufzwingen","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"bürdetnauf",TRUE,FALSE,FALSE,2019-04-11,12,1.24,1,"bürde(t|n) (.*) auf",0.21,-0.21,0.85,0.63,0.80,0.66,0.42
312,"bürgerinitiative(n)?","direkte demokratie","advocative","sovereignty","regex",1,1,1,0,0,0,0,,"bürgerinitiativen",FALSE,FALSE,FALSE,2019-04-08,144,1.05,1,"bürgerinitiative(n)?",0.03,0.09,0.14,0.68,0.39,-0.17,0.10
313,"bürger(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)","menschen reicht es","advocative","people-centrism","regex",1,0,0,1,0,0,0,,"bürgerinneninistsindwirdwerdenwarwarenleidüberdrüssigmüdemitihrerseinergeduldamende",TRUE,FALSE,FALSE,2019-04-11,4,1.06,1,"bürger(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)",0.66,"NA","NA","NA","NA","NA","#DIV/0!"
314,"bürger(innen|in)? (.* )?(wei(ß|ss)|wissen)","common sense","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"bürgerinneninweißsswissen",TRUE,FALSE,FALSE,2019-04-11,54,1.08,1,"bürger(innen|in)? (.* )?(wei(ß|ss)|wissen)",0.18,0.44,0.97,0.76,0.93,0.64,0.67
315,"bürgernah","zzz_none","advocative","people-centrism","none",1,0,0,0,0,1,0,"check","bürgernah",FALSE,FALSE,FALSE,2019-01-10,23,1.08,1,"bürgernah",-0.19,-0.09,"NA","NA","NA","NA",-0.09
316,"bürgernähe","zzz_none","advocative","people-centrism","none",1,0,1,0,0,0,0,"check","bürgernähe",FALSE,FALSE,FALSE,2019-04-08,75,1.06,1,"bürgernähe",0.05,-0.29,0.89,0.72,0.87,0.75,0.44
317,"bürgernah(e|er|es|en|em)?","zzz_none","advocative","people-centrism","regex",1,0,1,0,0,0,0,"check","bürgernaheeresenem",FALSE,FALSE,FALSE,2019-04-08,111,1.06,1,"bürgernah(e|er|es|en|em)?",-0.01,0.30,0.07,0.21,0.13,0.09,0.17
318,"bürger(s|n|innen|in)?","volksbezug","advocative","people-centrism","regex",1,0,1,0,1,0,0,"appears too often?","bürgersninnenin",FALSE,FALSE,FALSE,2019-05-10,8095,1.06,1,"bürger(s|n|innen|in)?",0.72,0.34,0.78,0.48,0.70,0.67,0.57
319,"bürokratie","elitenbezug","conflictive","anti-elitism","none",1,0,1,0,0,0,0,,"bürokratie",FALSE,FALSE,FALSE,2019-04-11,826,1.13,1,"bürokratie",0.00,-0.29,-0.05,-0.33,-0.18,0.10,-0.12
320,"(chuzpe|frechheit|stirn|nerv(en)?) (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en))","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"chuzpefrechheitstirnnervenhatbenbesitztenverfügten",TRUE,FALSE,FALSE,2019-04-11,26,3.54,1,"(chuzpe|frechheit|stirn|nerv(en)?) (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en))",0.15,"NA",0.85,0.63,0.80,0.66,0.73
321,"degeneriert(e|er|es|en|em)? ","korrupte eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"degenerierteeresenem",TRUE,FALSE,FALSE,2019-04-11,9,1.36,1,"degeneriert(e|er|es|en|em)? ",0.44,0.38,0.85,0.63,0.80,"NA",0.59
322,"dem rücken","zzz_none","conflictive","anti-elitism","none",1,1,1,0,0,1,0,,"demrücken",TRUE,FALSE,FALSE,2019-01-10,257,1.44,1,"dem rücken",0.40,-0.11,0.23,0.71,0.45,0.14,0.16
323,"dem rücken de(s|r)","auf kosten der menschen","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"demrückendesr",TRUE,FALSE,FALSE,2019-04-11,142,1.52,1,"dem rücken de(s|r)",0.27,-0.08,0.28,0.64,0.45,0.49,0.29
324,"dem rücken de(s|r) beschäftigten","auf kosten der menschen","conflictive","anti-elitism","regex",1,0,1,1,0,0,0,,"demrückendesrbeschäftigten",TRUE,FALSE,FALSE,2019-04-11,5,1.35,1,"dem rücken de(s|r) beschäftigten","NA","NA","NA","NA","NA","NA","#DIV/0!"
325,"dem rücken de(s|r) bürger(s|innen|in)?","auf kosten der menschen","conflictive","anti-elitism","regex",1,0,1,1,0,0,0,,"demrückendesrbürgersinnenin",TRUE,FALSE,FALSE,2019-04-11,4,1.39,1,"dem rücken de(s|r) bürger(s|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
326,"dem rücken de(s|r) menschen","auf kosten der menschen","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,,"demrückendesrmenschen",TRUE,FALSE,FALSE,2019-04-11,5,1.35,1,"dem rücken de(s|r) menschen","NA","NA","NA","NA","NA","NA","#DIV/0!"
327,"den rücken","zzz_none","conflictive","anti-elitism","none",1,1,1,0,0,1,0,,"denrücken",TRUE,FALSE,FALSE,2019-01-10,190,1.34,1,"den rücken",0.29,-0.01,-0.09,-0.34,-0.20,0.24,0.01
328,"despotisch(e|er|es|en|em)? ","diktatorische eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"despotischeeresenem",TRUE,FALSE,FALSE,2019-04-11,5,1.46,1,"despotisch(e|er|es|en|em)? ",0.44,"NA",0.32,0.31,0.34,0.18,0.26
329,"deutsche(n|r)?","volksbezug","advocative","people-centrism","regex",1,0,1,0,0,0,0,"appears too often?","deutschenr",FALSE,FALSE,FALSE,2019-05-10,9806,1.38,1,"deutsche(n|r)?",0.62,0.23,0.68,0.39,0.60,0.18,0.34
330,"deutsche(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)","menschen reicht es","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"deutschenrdienasedieschnauzesattgenugdickehabenhat",TRUE,FALSE,FALSE,2019-04-11,4,1.42,1,"deutsche(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)",0.44,"NA",0.85,0.63,0.80,0.66,0.73
331,"deutsche(n|r)? (.* )?(wei(ß|ss)|wissen)","common sense","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"deutschenrweißsswissen",TRUE,FALSE,FALSE,2019-04-11,30,1.41,1,"deutsche(n|r)? (.* )?(wei(ß|ss)|wissen)",0.27,"NA",0.85,0.63,0.80,0.66,0.73
332,"deutsche(n|r)? werte(n)?","zzz_none","advocative","people-centrism","regex",1,1,1,1,0,0,0,"rechts?","deutschenrwerten",TRUE,FALSE,FALSE,2019-04-08,5,1.55,1,"deutsche(n|r)? werte(n)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
333,"deutsche(n)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","volkswille","advocative","sovereignty","regex",1,1,1,1,0,0,0,,"deutschenwolleneinfordernmöchtenmögenverlangenbeanspruchenwünschen",TRUE,FALSE,FALSE,2019-04-11,142,1.43,1,"deutsche(n)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","NA","NA","NA","NA","NA","NA","#DIV/0!"
334,"deutsche(r)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)","volkswille","advocative","sovereignty","regex",1,1,1,1,0,0,0,,"deutscherwilleinfordertmöchtemagverlangtbeanspruchtwünscht",TRUE,FALSE,FALSE,2019-04-11,101,1.39,1,"deutsche(r)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)","NA","NA","NA","NA","NA","NA","#DIV/0!"
335,"(die|der|den)( unteren)? 99(-| )?(%|prozent)","zzz_none","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"diederdenunteren99%prozent",TRUE,FALSE,FALSE,2019-04-09,8,1.68,1,"(die|der|den)( unteren)? 99(-| )?(%|prozent)",0.17,0.17,0.32,0.31,0.34,0.18,0.23
336,"(die|der) politik","zzz_none","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,"appears too often?","diederpolitik",TRUE,FALSE,FALSE,2019-04-08,3483,1.47,1,"(die|der) politik",0.21,0.33,0.63,0.38,0.56,0.15,0.35
337,"die mehrheit der deutschen","zzz_none","advocative","sovereignty","none",1,0,0,1,0,1,0,,"diemehrheitderdeutschen",TRUE,FALSE,FALSE,2019-01-10,20,1.41,1,"die mehrheit der deutschen","NA","NA","NA","NA","NA","NA","#DIV/0!"
338,"die mehrheit der österreicher","zzz_none","advocative","sovereignty","none",1,0,0,1,0,1,0,,"diemehrheitderösterreicher",TRUE,FALSE,FALSE,2019-01-10,12,1.46,1,"die mehrheit der österreicher","NA","NA","NA","NA","NA","NA","#DIV/0!"
339,"die mehrheit der schweizer","zzz_none","advocative","sovereignty","none",1,0,0,1,0,0,0,"very rare terms","diemehrheitderschweizer",TRUE,FALSE,FALSE,2019-04-08,4,1.39,1,"die mehrheit der schweizer","NA","NA","NA","NA","NA","NA","#DIV/0!"
340,"(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)","menschen reicht es","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"dienasedieschnauzesattgenugdickehabenhat",TRUE,FALSE,FALSE,2019-04-11,157,2.80,1,"(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)",0.29,0.27,0.53,0.43,0.52,0.36,0.38
341,"die politik","zzz_none","conflictive","anti-elitism","none",1,1,1,1,1,1,0,,"diepolitik",TRUE,FALSE,FALSE,2019-01-10,1875,1.44,1,"die politik","NA","NA","NA","NA","NA","NA","#DIV/0!"
342,"die vielen (.* )?wissen","common sense","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"dievielenwissen",TRUE,FALSE,FALSE,2019-04-11,4,1.36,1,"die vielen (.* )?wissen",-0.13,"NA","NA","NA","NA","NA","#DIV/0!"
343,"die vielen (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","volkswille","advocative","sovereignty","regex",1,1,1,1,0,0,0,,"dievielenwolleneinfordernmöchtenmögenverlangenbeanspruchenwünschen",TRUE,FALSE,FALSE,2019-04-11,9,1.38,1,"die vielen (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","NA","NA","NA","NA","NA","NA","#DIV/0!"
344,"diktatorisch(e|er|es|en|em)? ","diktatorische eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"diktatorischeeresenem",TRUE,FALSE,FALSE,2019-04-11,30,1.36,1,"diktatorisch(e|er|es|en|em)? ",0.83,0.42,0.54,0.41,0.52,0.63,0.52
345,"diktier(t|en) ","diktatorische eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"diktierten",TRUE,FALSE,FALSE,2019-04-11,109,1.46,1,"diktier(t|en) ",0.14,0.18,0.66,0.44,0.60,0.08,0.29
346,"direktdemokratisch(e|er|en|em)?","direkte demokratie","advocative","sovereignty","regex",1,0,1,0,0,0,0,,"direktdemokratischeerenem",FALSE,FALSE,FALSE,2019-04-08,23,1.36,1,"direktdemokratisch(e|er|en|em)?",0.42,-0.20,0.85,0.63,0.80,0.66,0.42
347,"durchschnittlich(e|er|en|em) arbeitnehmer(s|n|innen|in)?","normale menschen","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"durchschnittlicheerenemarbeitnehmersninnenin",TRUE,FALSE,FALSE,2019-04-11,11,1.36,1,"durchschnittlich(e|er|en|em) arbeitnehmer(s|n|innen|in)?",0.25,"NA",0.05,0.02,0.04,0.12,0.08
348,"durchschnittlich(e|er|es|en|em)?","normale menschen","advocative","people-centrism","regex",1,0,1,0,1,0,0,"not useful?","durchschnittlicheeresenem",FALSE,FALSE,FALSE,2019-04-11,298,1.39,1,"durchschnittlich(e|er|es|en|em)?",0.72,0.22,0.83,0.68,0.81,0.73,0.59
349,"durchschnitts(-)?(.*)","normale menschen","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"durchschnitts",FALSE,FALSE,FALSE,2019-04-11,191,1.34,1,"durchschnitts(-)?(.*)",0.35,0.36,0.72,0.58,0.70,0.59,0.55
350,"ehrbar(e|er|es|en|em)?","ehrliche menschen","advocative","people-centrism","regex",1,0,1,0,1,0,0,"not useful?","ehrbareeresenem",FALSE,FALSE,FALSE,2019-04-11,6,2.34,1,"ehrbar(e|er|es|en|em)?",-0.03,"NA",0.85,0.63,0.80,"NA",0.80
351,"ehrlich(e|er|es|en|em)","ehrliche menschen","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"ehrlicheeresenem",FALSE,FALSE,FALSE,2019-04-08,516,2.85,1,"ehrlich(e|er|es|en|em)",0.66,-0.06,0.88,0.74,0.88,0.81,0.54
352,"ehrlich(e|er|es|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"ehrlicheeresenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-08,4,2.26,1,"ehrlich(e|er|es|en|em) bürger(s|n|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
353,"ehrlich(e|er|es|en|em) steuerzahler(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"ehrlicheeresenemsteuerzahlersninnenin",TRUE,FALSE,FALSE,2019-04-08,14,2.31,1,"ehrlich(e|er|es|en|em) steuerzahler(s|n|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
354,"eidgen(o|ö)ss(e|en|in|innen)","volksbezug","advocative","people-centrism","regex",1,0,1,0,1,0,0,"not useful?","eidgenoösseenininnen",FALSE,FALSE,FALSE,2019-04-11,23,2.19,1,"eidgen(o|ö)ss(e|en|in|innen)",0.42,0.33,"NA","NA","NA","NA",0.33
355,"einfach(e|er|en) leute(n)?","normale menschen","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"einfacheerenleuten",TRUE,FALSE,FALSE,2019-04-11,5,2.42,1,"einfach(e|er|en) leute(n)?",0.06,"NA",-0.30,-0.24,-0.30,-0.14,-0.22
356,"einfach(e|er|en) mehrheit","normale menschen","advocative","people-centrism","regex",1,0,0,0,1,0,0,"not useful?","einfacheerenmehrheit",TRUE,FALSE,FALSE,2019-04-11,15,2.31,1,"einfach(e|er|en) mehrheit",0.51,"NA",0.32,0.31,0.34,0.18,0.26
357,"einfach(e|er|es|en|em)?","normale menschen","advocative","people-centrism","regex",1,0,1,0,1,0,0,"appears too often?","einfacheeresenem",FALSE,FALSE,FALSE,2019-04-11,6021,2.25,1,"einfach(e|er|es|en|em)?",0.28,0.20,0.81,0.60,0.77,0.50,0.49
358,"einfach(e|es|en|em) volk(s|es|e)?","normale menschen","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"einfacheesenemvolksese",TRUE,FALSE,FALSE,2019-04-11,5,2.26,1,"einfach(e|es|en|em) volk(s|es|e)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
359,"eingebildet(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,1,0,1,0,0,"not useful?","eingebildeteeresenem",FALSE,FALSE,FALSE,2019-04-11,5,2.28,1,"eingebildet(e|er|es|en|em)?",0.30,0.02,0.32,0.31,0.34,"NA",0.18
360,"elitär(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,1,1,0,0,0,0,,"elitäreeresenem",FALSE,FALSE,FALSE,2019-04-11,22,2.23,1,"elitär(e|er|es|en|em)?",0.18,0.00,"NA","NA","NA",-0.13,-0.07
361,"elite","zzz_none","conflictive","anti-elitism","none",1,1,0,1,1,1,0,,"elite",FALSE,FALSE,FALSE,2019-01-10,133,3.19,1,"elite","NA","NA","NA","NA","NA","NA","#DIV/0!"
362,"eliten","zzz_none","conflictive","anti-elitism","none",1,1,0,1,1,1,0,,"eliten",FALSE,FALSE,FALSE,2019-01-10,223,2.88,1,"eliten","NA","NA","NA","NA","NA","NA","#DIV/0!"
363,"elite(n)?(-)?(.*)partei(en)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,,"elitenparteien",FALSE,FALSE,FALSE,2019-04-08,11,2.42,1,"elite(n)?(-)?(.*)partei(en)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
364,"empörung","zzz_none","conflictive","anti-elitism","none",1,0,1,0,0,0,0,,"empörung",FALSE,FALSE,FALSE,2019-04-09,180,2.29,1,"empörung",0.39,0.27,0.26,0.30,0.29,0.79,0.45
365,"entrüstung","zzz_none","conflictive","anti-elitism","none",1,0,1,0,0,0,0,,"entrüstung",FALSE,FALSE,FALSE,2019-04-09,22,2.31,1,"entrüstung",0.28,0.38,0.85,0.63,0.80,0.66,0.61
366,"erlaub(t|en) (.* )?sich","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"erlaubtensich",TRUE,FALSE,FALSE,2019-04-11,18,2.38,1,"erlaub(t|en) (.* )?sich",0.13,-0.12,0.43,0.12,0.32,0.19,0.13
367,"erstarrt(e|er|es|en|em)","unbewegliche eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"erstarrteeresenem",FALSE,FALSE,FALSE,2019-04-11,8,2.33,1,"erstarrt(e|er|es|en|em)",0.04,"NA",0.85,0.63,0.80,0.66,0.73
368,"erwerbstätige(n|r)?","volksbezug","advocative","people-centrism","regex",1,0,1,0,1,0,0,"not useful?","erwerbstätigenr",FALSE,FALSE,FALSE,2019-04-11,113,2.09,1,"erwerbstätige(n|r)?",0.14,-0.07,-0.17,-0.37,-0.27,-0.08,-0.14
369,"(es|das|dies) (.* )?(langt|reicht)","menschen reicht es","advocative","people-centrism","regex",1,0,1,0,0,0,0,,"esdasdieslangtreicht",TRUE,FALSE,FALSE,2019-04-11,591,3.08,1,"(es|das|dies) (.* )?(langt|reicht)",0.30,-0.03,0.59,0.81,0.72,0.46,0.38
370,"(es|das|dies) (langt|reicht) (.* )?bürger(n|innen|in)?","menschen reicht es","advocative","people-centrism","regex",1,0,0,1,0,0,0,,"esdasdieslangtreichtbürgerninnenin",TRUE,FALSE,FALSE,2019-04-11,4,2.70,1,"(es|das|dies) (langt|reicht) (.* )?bürger(n|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
371,"(es|das|dies) (langt|reicht) (.* )?frau(en)?","menschen reicht es","advocative","people-centrism","regex",1,0,0,1,1,0,0,"not useful?","esdasdieslangtreichtfrauen",TRUE,FALSE,FALSE,2019-04-11,8,2.75,1,"(es|das|dies) (langt|reicht) (.* )?frau(en)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
372,"(es|das|dies) (langt|reicht) (.* )?menschen","menschen reicht es","advocative","people-centrism","regex",1,0,1,1,0,0,0,,"esdasdieslangtreichtmenschen",TRUE,FALSE,FALSE,2019-04-11,4,2.82,1,"(es|das|dies) (langt|reicht) (.* )?menschen","NA","NA","NA","NA","NA","NA","#DIV/0!"
373,"establishment","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,1,0,"establishm* is better","establishment",FALSE,FALSE,FALSE,2019-01-10,73,2.38,1,"establishment","NA","NA","NA","NA","NA","NA","#DIV/0!"
374,"eu(-)?bürokrat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,,"eubürokrat",FALSE,FALSE,FALSE,2019-04-08,36,2.22,1,"eu(-)?bürokrat(.*)",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
375,"eurokraten(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"eurokrat* is better","eurokraten",FALSE,FALSE,FALSE,2019-04-08,31,2.22,1,"eurokraten(.*)","NA","NA","NA","NA","NA","NA","#DIV/0!"
376,"europäische(n|r)? werte(n)?","zzz_none","advocative","people-centrism","regex",1,1,1,0,0,0,0,,"europäischenrwerten",TRUE,FALSE,FALSE,2019-04-08,131,2.52,1,"europäische(n|r)? werte(n)?",-0.33,-0.03,0.21,0.04,0.14,0.21,0.11
377,"expert","elitenbezug","conflictive","anti-elitism","none",1,0,1,1,1,0,0,"not useful?","expert",FALSE,FALSE,FALSE,2019-04-11,59,2.47,1,"expert",-0.17,"NA","NA","NA","NA","NA","#DIV/0!"
378,"expert(e|en|in|innen)","elitenbezug","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"experteenininnen",FALSE,FALSE,FALSE,2019-05-10,1105,2.26,1,"expert(e|en|in|innen)",0.14,0.02,0.33,0.12,0.26,0.13,0.14
379,"fachleute","elitenbezug","conflictive","anti-elitism","none",1,0,1,0,1,0,0,"not useful?","fachleute",FALSE,FALSE,FALSE,2019-04-11,69,1.00,1,"fachleute",-0.17,-0.21,-0.33,-0.50,-0.42,-0.24,-0.29
380,"fachm(a|ä)nn","elitenbezug","conflictive","anti-elitism","regex",1,0,1,0,1,0,0,"not useful?","fachmaänn",FALSE,FALSE,FALSE,2019-04-11,12,1.00,1,"fachm(a|ä)nn",0.15,-0.29,"NA","NA","NA","NA",-0.29
381,"fairnesskrise","zzz_none","conflictive","anti-elitism","none",1,0,1,0,0,0,0,,"fairnesskrise",FALSE,FALSE,FALSE,2019-04-08,19,1.03,1,"fairnesskrise",0.50,"NA","NA","NA","NA",0.52,0.52
382,"falsch(e|er|en|em) (.*)konzern(e|es|s|en)?","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,1,0,0,0,,"falscheerenemkonzerneessen",TRUE,FALSE,FALSE,2019-04-11,5,1.01,1,"falsch(e|er|en|em) (.*)konzern(e|es|s|en)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
383,"falsch(e|er|en) (.*)medien","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,1,0,0,0,,"falscheerenmedien",TRUE,FALSE,FALSE,2019-04-11,11,1.12,1,"falsch(e|er|en) (.*)medien","NA","NA","NA","NA","NA","NA","#DIV/0!"
384,"falsch(e|er|en) (.*)partei(en)?","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,1,0,0,0,,"falscheerenparteien",TRUE,FALSE,FALSE,2019-04-11,16,1.03,1,"falsch(e|er|en) (.*)partei(en)?",-0.15,"NA","NA","NA","NA","NA","#DIV/0!"
385,"falsch(e|er|es|en|em)? ","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,0,1,0,0,"not useful?","falscheeresenem",TRUE,FALSE,FALSE,2019-04-11,3302,1.00,1,"falsch(e|er|es|en|em)? ",0.64,0.26,0.72,0.62,0.72,0.78,0.59
386,"festgefahren(e|er|es|en|em)","unbewegliche eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"festgefahreneeresenem",FALSE,FALSE,FALSE,2019-04-11,6,0.96,1,"festgefahren(e|er|es|en|em)",-0.04,0.16,"NA","NA","NA","NA",0.16
387,"financier","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,1,0,,"financier",FALSE,FALSE,FALSE,2019-01-10,17,0.97,1,"financier",-0.09,-0.19,"NA","NA","NA","NA",-0.19
388,"financiers","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,1,0,,"financiers",FALSE,FALSE,FALSE,2019-01-10,10,0.97,1,"financiers",-0.16,"NA","NA","NA","NA","NA","#DIV/0!"
